date,OT
2022/11/18 9:21,101
2022/11/18 9:22,49
2022/11/18 9:23,126
2022/11/18 9:24,204
2022/11/18 9:25,237
2022/11/18 9:26,233
2022/11/18 9:27,252
2022/11/18 9:28,251
2022/11/18 9:29,113
2022/11/18 9:30,151
2022/11/18 9:31,124
2022/11/18 9:32,47
2022/11/18 9:33,149
2022/11/18 9:34,68
2022/11/18 9:35,201
2022/11/18 9:36,137
2022/11/18 9:37,17
2022/11/18 9:38,42
2022/11/18 9:39,36
2022/11/18 9:40,164
2022/11/18 9:41,77
2022/11/18 9:42,222
2022/11/18 9:43,94
2022/11/18 9:44,91
2022/11/18 9:45,48
2022/11/18 9:46,46
2022/11/18 9:47,230
2022/11/18 9:48,10
2022/11/18 9:49,41
2022/11/18 9:50,103
2022/11/18 9:51,226
2022/11/18 9:52,93
2022/11/18 9:53,180
2022/11/18 9:54,238
2022/11/18 9:55,89
2022/11/18 9:56,218
2022/11/18 9:57,176
2022/11/18 9:58,208
2022/11/18 9:59,37
2022/11/18 10:00,139
2022/11/18 10:01,79
2022/11/18 10:02,112
2022/11/18 10:03,125
2022/11/18 10:04,213
2022/11/18 10:05,103
2022/11/18 10:06,141
2022/11/18 10:07,97
2022/11/18 10:08,138
2022/11/18 10:09,41
2022/11/18 10:10,0
2022/11/18 10:11,241
2022/11/18 10:12,11
2022/11/18 10:13,194
2022/11/18 10:14,181
2022/11/18 10:15,216
2022/11/18 10:16,47
2022/11/18 10:17,241
2022/11/18 10:18,112
2022/11/18 10:19,171
2022/11/18 10:20,35
2022/11/18 10:21,111
2022/11/18 10:22,104
2022/11/18 10:23,187
2022/11/18 10:24,216
2022/11/18 10:25,82
2022/11/18 10:26,74
2022/11/18 10:27,253
2022/11/18 10:28,219
2022/11/18 10:29,180
2022/11/18 10:30,242
2022/11/18 10:31,200
2022/11/18 10:32,113
2022/11/18 10:33,217
2022/11/18 10:34,212
2022/11/18 10:35,53
2022/11/18 10:36,33
2022/11/18 10:37,68
2022/11/18 10:38,68
2022/11/18 10:39,227
2022/11/18 10:40,253
2022/11/18 10:41,218
2022/11/18 10:42,72
2022/11/18 10:43,49
2022/11/18 10:44,8
2022/11/18 10:45,130
2022/11/18 10:46,7
2022/11/18 10:47,172
2022/11/18 10:48,23
2022/11/18 10:49,92
2022/11/18 10:50,72
2022/11/18 10:51,122
2022/11/18 10:52,64
2022/11/18 10:53,182
2022/11/18 10:54,9
2022/11/18 10:55,97
2022/11/18 10:56,74
2022/11/18 10:57,65
2022/11/18 10:58,223
2022/11/18 10:59,97
2022/11/18 11:00,250
2022/11/18 11:01,108
2022/11/18 11:02,80
2022/11/18 11:03,7
2022/11/18 11:04,180
2022/11/18 11:05,20
2022/11/18 11:06,24
2022/11/18 11:07,164
2022/11/18 11:08,177
2022/11/18 11:09,46
2022/11/18 11:10,243
2022/11/18 11:11,252
2022/11/18 11:12,16
2022/11/18 11:13,171
2022/11/18 11:14,124
2022/11/18 11:15,200
2022/11/18 11:16,169
2022/11/18 11:17,55
2022/11/18 11:18,81
2022/11/18 11:19,163
2022/11/18 11:20,181
2022/11/18 11:21,73
2022/11/18 11:22,213
2022/11/18 11:23,68
2022/11/18 11:24,241
2022/11/18 11:25,191
2022/11/18 11:26,76
2022/11/18 11:27,214
2022/11/18 11:28,223
2022/11/18 11:29,217
2022/11/18 11:30,62
2022/11/18 11:31,38
2022/11/18 11:32,0
2022/11/18 11:33,209
2022/11/18 11:34,121
2022/11/18 11:35,174
2022/11/18 11:36,23
2022/11/18 11:37,159
2022/11/18 11:38,246
2022/11/18 11:39,212
2022/11/18 11:40,138
2022/11/18 11:41,136
2022/11/18 11:42,153
2022/11/18 11:43,246
2022/11/18 11:44,210
2022/11/18 11:45,64
2022/11/18 11:46,101
2022/11/18 11:47,52
2022/11/18 11:48,100
2022/11/18 11:49,51
2022/11/18 11:50,171
2022/11/18 11:51,243
2022/11/18 11:52,139
2022/11/18 11:53,54
2022/11/18 11:54,9
2022/11/18 11:55,40
2022/11/18 11:56,130
2022/11/18 11:57,169
2022/11/18 11:58,153
2022/11/18 11:59,102
2022/11/18 12:00,111
2022/11/18 12:01,83
2022/11/18 12:02,232
2022/11/18 12:03,77
2022/11/18 12:04,44
2022/11/18 12:05,128
2022/11/18 12:06,5
2022/11/18 12:07,183
2022/11/18 12:08,190
2022/11/18 12:09,42
2022/11/18 12:10,159
2022/11/18 12:11,115
2022/11/18 12:12,201
2022/11/18 12:13,189
2022/11/18 12:14,143
2022/11/18 12:15,162
2022/11/18 12:16,106
2022/11/18 12:17,91
2022/11/18 12:18,100
2022/11/18 12:19,223
2022/11/18 12:20,62
2022/11/18 12:21,174
2022/11/18 12:22,78
2022/11/18 12:23,234
2022/11/18 12:24,111
2022/11/18 12:25,17
2022/11/18 12:26,166
2022/11/18 12:27,209
2022/11/18 12:28,52
2022/11/18 12:29,204
2022/11/18 12:30,78
2022/11/18 12:31,39
2022/11/18 12:32,53
2022/11/18 12:33,125
2022/11/18 12:34,181
2022/11/18 12:35,73
2022/11/18 12:36,3
2022/11/18 12:37,146
2022/11/18 12:38,49
2022/11/18 12:39,200
2022/11/18 12:40,38
2022/11/18 12:41,90
2022/11/18 12:42,131
2022/11/18 12:43,106
2022/11/18 12:44,173
2022/11/18 12:45,54
2022/11/18 12:46,171
2022/11/18 12:47,193
2022/11/18 12:48,104
2022/11/18 12:49,224
2022/11/18 12:50,235
2022/11/18 12:51,46
2022/11/18 12:52,100
2022/11/18 12:53,41
2022/11/18 12:54,52
2022/11/18 12:55,78
2022/11/18 12:56,135
2022/11/18 12:57,105
2022/11/18 12:58,9
2022/11/18 12:59,104
2022/11/18 13:00,246
2022/11/18 13:01,146
2022/11/18 13:02,132
2022/11/18 13:03,35
2022/11/18 13:04,85
2022/11/18 13:05,224
2022/11/18 13:06,250
2022/11/18 13:07,79
2022/11/18 13:08,95
2022/11/18 13:09,181
2022/11/18 13:10,27
2022/11/18 13:11,74
2022/11/18 13:12,37
2022/11/18 13:13,126
2022/11/18 13:14,146
2022/11/18 13:15,84
2022/11/18 13:16,110
2022/11/18 13:17,247
2022/11/18 13:18,247
2022/11/18 13:19,41
2022/11/18 13:20,101
2022/11/18 13:21,246
2022/11/18 13:22,0
2022/11/18 13:23,155
2022/11/18 13:24,21
2022/11/18 13:25,7
2022/11/18 13:26,56
2022/11/18 13:27,209
2022/11/18 13:28,227
2022/11/18 13:29,140
2022/11/18 13:30,66
2022/11/18 13:31,3
2022/11/18 13:32,89
2022/11/18 13:33,212
2022/11/18 13:34,71
2022/11/18 13:35,72
2022/11/18 13:36,51
2022/11/18 13:37,140
2022/11/18 13:38,40
2022/11/18 13:39,3
2022/11/18 13:40,84
2022/11/18 13:41,180
2022/11/18 13:42,203
2022/11/18 13:43,160
2022/11/18 13:44,35
2022/11/18 13:45,76
2022/11/18 13:46,22
2022/11/18 13:47,249
2022/11/18 13:48,58
2022/11/18 13:49,74
2022/11/18 13:50,201
2022/11/18 13:51,178
2022/11/18 13:52,226
2022/11/18 13:53,173
2022/11/18 13:54,125
2022/11/18 13:55,159
2022/11/18 13:56,187
2022/11/18 13:57,69
2022/11/18 13:58,49
2022/11/18 13:59,179
2022/11/18 14:00,209
2022/11/18 14:01,61
2022/11/18 14:02,163
2022/11/18 14:03,190
2022/11/18 14:04,35
2022/11/18 14:05,73
2022/11/18 14:06,52
2022/11/18 14:07,255
2022/11/18 14:08,158
2022/11/18 14:09,130
2022/11/18 14:10,105
2022/11/18 14:11,222
2022/11/18 14:12,179
2022/11/18 14:13,99
2022/11/18 14:14,207
2022/11/18 14:15,10
2022/11/18 14:16,26
2022/11/18 14:17,241
2022/11/18 14:18,209
2022/11/18 14:19,162
2022/11/18 14:20,70
2022/11/18 14:21,230
2022/11/18 14:22,134
2022/11/18 14:23,116
2022/11/18 14:24,179
2022/11/18 14:25,15
2022/11/18 14:26,74
2022/11/18 14:27,239
2022/11/18 14:28,147
2022/11/18 14:29,0
2022/11/18 14:30,45
2022/11/18 14:31,79
2022/11/18 14:32,120
2022/11/18 14:33,136
2022/11/18 14:34,120
2022/11/18 14:35,2
2022/11/18 14:36,98
2022/11/18 14:37,180
2022/11/18 14:38,181
2022/11/18 14:39,124
2022/11/18 14:40,135
2022/11/18 14:41,177
2022/11/18 14:42,127
2022/11/18 14:43,74
2022/11/18 14:44,5
2022/11/18 14:45,231
2022/11/18 14:46,140
2022/11/18 14:47,103
2022/11/18 14:48,0
2022/11/18 14:49,135
2022/11/18 14:50,9
2022/11/18 14:51,210
2022/11/18 14:52,216
2022/11/18 14:53,175
2022/11/18 14:54,7
2022/11/18 14:55,239
2022/11/18 14:56,62
2022/11/18 14:57,229
2022/11/18 14:58,29
2022/11/18 14:59,80
2022/11/18 15:00,107
2022/11/18 15:01,248
2022/11/18 15:02,97
2022/11/18 15:03,15
2022/11/18 15:04,109
2022/11/18 15:05,239
2022/11/18 15:06,245
2022/11/18 15:07,85
2022/11/18 15:08,183
2022/11/18 15:09,174
2022/11/18 15:10,153
2022/11/18 15:11,137
2022/11/18 15:12,130
2022/11/18 15:13,170
2022/11/18 15:14,204
2022/11/18 15:15,51
2022/11/18 15:16,49
2022/11/18 15:17,7
2022/11/18 15:18,15
2022/11/18 15:19,53
2022/11/18 15:20,147
2022/11/18 15:21,222
2022/11/18 15:22,235
2022/11/18 15:23,232
2022/11/18 15:24,149
2022/11/18 15:25,74
2022/11/18 15:26,116
2022/11/18 15:27,204
2022/11/18 15:28,142
2022/11/18 15:29,203
2022/11/18 15:30,65
2022/11/18 15:31,104
2022/11/18 15:32,14
2022/11/18 15:33,155
2022/11/18 15:34,154
2022/11/18 15:35,87
2022/11/18 15:36,63
2022/11/18 15:37,175
2022/11/18 15:38,116
2022/11/18 15:39,182
2022/11/18 15:40,140
2022/11/18 15:41,75
2022/11/18 15:42,85
2022/11/18 15:43,108
2022/11/18 15:44,37
2022/11/18 15:45,94
2022/11/18 15:46,204
2022/11/18 15:47,119
2022/11/18 15:48,4
2022/11/18 15:49,152
2022/11/18 15:50,7
2022/11/18 15:51,214
2022/11/18 15:52,218
2022/11/18 15:53,120
2022/11/18 15:54,183
2022/11/18 15:55,219
2022/11/18 15:56,184
2022/11/18 15:57,5
2022/11/18 15:58,198
2022/11/18 15:59,52
2022/11/18 16:00,63
2022/11/18 16:01,33
2022/11/18 16:02,12
2022/11/18 16:03,75
2022/11/18 16:04,110
2022/11/18 16:05,25
2022/11/18 16:06,246
2022/11/18 16:07,42
2022/11/18 16:08,105
2022/11/18 16:09,182
2022/11/18 16:10,96
2022/11/18 16:11,77
2022/11/18 16:12,188
2022/11/18 16:13,214
2022/11/18 16:14,44
2022/11/18 16:15,214
2022/11/18 16:16,87
2022/11/18 16:17,249
2022/11/18 16:18,114
2022/11/18 16:19,49
2022/11/18 16:20,99
2022/11/18 16:21,79
2022/11/18 16:22,28
2022/11/18 16:23,214
2022/11/18 16:24,28
2022/11/18 16:25,135
2022/11/18 16:26,92
2022/11/18 16:27,57
2022/11/18 16:28,13
2022/11/18 16:29,179
2022/11/18 16:30,17
2022/11/18 16:31,170
2022/11/18 16:32,224
2022/11/18 16:33,131
2022/11/18 16:34,81
2022/11/18 16:35,220
2022/11/18 16:36,16
2022/11/18 16:37,132
2022/11/18 16:38,250
2022/11/18 16:39,183
2022/11/18 16:40,204
2022/11/18 16:41,210
2022/11/18 16:42,195
2022/11/18 16:43,127
2022/11/18 16:44,166
2022/11/18 16:45,185
2022/11/18 16:46,154
2022/11/18 16:47,98
2022/11/18 16:48,118
2022/11/18 16:49,174
2022/11/18 16:50,216
2022/11/18 16:51,148
2022/11/18 16:52,77
2022/11/18 16:53,47
2022/11/18 16:54,254
2022/11/18 16:55,3
2022/11/18 16:56,60
2022/11/18 16:57,80
2022/11/18 16:58,175
2022/11/18 16:59,142
2022/11/18 17:00,136
2022/11/18 17:01,244
2022/11/18 17:02,85
2022/11/18 17:03,104
2022/11/18 17:04,34
2022/11/18 17:05,129
2022/11/18 17:06,130
2022/11/18 17:07,87
2022/11/18 17:08,33
2022/11/18 17:09,241
2022/11/18 17:10,185
2022/11/18 17:11,247
2022/11/18 17:12,166
2022/11/18 17:13,61
2022/11/18 17:14,190
2022/11/18 17:15,106
2022/11/18 17:16,120
2022/11/18 17:17,245
2022/11/18 17:18,101
2022/11/18 17:19,23
2022/11/18 17:20,86
2022/11/18 17:21,24
2022/11/18 17:22,6
2022/11/18 17:23,72
2022/11/18 17:24,80
2022/11/18 17:25,217
2022/11/18 17:26,151
2022/11/18 17:27,149
2022/11/18 17:28,27
2022/11/18 17:29,211
2022/11/18 17:30,1
2022/11/18 17:31,168
2022/11/18 17:32,201
2022/11/18 17:33,102
2022/11/18 17:34,212
2022/11/18 17:35,209
2022/11/18 17:36,222
2022/11/18 17:37,114
2022/11/18 17:38,236
2022/11/18 17:39,0
2022/11/18 17:40,114
2022/11/18 17:41,56
2022/11/18 17:42,17
2022/11/18 17:43,135
2022/11/18 17:44,98
2022/11/18 17:45,122
2022/11/18 17:46,108
2022/11/18 17:47,192
2022/11/18 17:48,211
2022/11/18 17:49,79
2022/11/18 17:50,103
2022/11/18 17:51,203
2022/11/18 17:52,181
2022/11/18 17:53,59
2022/11/18 17:54,247
2022/11/18 17:55,33
