date,OT
2022/8/18 2:13,253
2022/8/18 2:14,255
2022/8/18 2:15,202
2022/8/18 2:16,152
2022/8/18 2:17,67
2022/8/18 2:18,223
2022/8/18 2:19,45
2022/8/18 2:20,214
2022/8/18 2:21,106
2022/8/18 2:22,202
2022/8/18 2:23,165
2022/8/18 2:24,16
2022/8/18 2:25,242
2022/8/18 2:26,138
2022/8/18 2:27,86
2022/8/18 2:28,254
2022/8/18 2:29,255
2022/8/18 2:30,52
2022/8/18 2:31,131
2022/8/18 2:32,222
2022/8/18 2:33,219
2022/8/18 2:34,101
2022/8/18 2:35,138
2022/8/18 2:36,138
2022/8/18 2:37,151
2022/8/18 2:38,128
2022/8/18 2:39,134
2022/8/18 2:40,54
2022/8/18 2:41,92
2022/8/18 2:42,28
2022/8/18 2:43,212
2022/8/18 2:44,248
2022/8/18 2:45,65
2022/8/18 2:46,215
2022/8/18 2:47,18
2022/8/18 2:48,84
2022/8/18 2:49,211
2022/8/18 2:50,92
2022/8/18 2:51,199
2022/8/18 2:52,141
2022/8/18 2:53,172
2022/8/18 2:54,103
2022/8/18 2:55,245
2022/8/18 2:56,175
2022/8/18 2:57,144
2022/8/18 2:58,172
2022/8/18 2:59,155
2022/8/18 3:00,103
2022/8/18 3:01,13
2022/8/18 3:02,120
2022/8/18 3:03,19
2022/8/18 3:04,116
2022/8/18 3:05,9
2022/8/18 3:06,146
2022/8/18 3:07,162
2022/8/18 3:08,170
2022/8/18 3:09,187
2022/8/18 3:10,181
2022/8/18 3:11,6
2022/8/18 3:12,162
2022/8/18 3:13,96
2022/8/18 3:14,231
2022/8/18 3:15,229
2022/8/18 3:16,174
2022/8/18 3:17,124
2022/8/18 3:18,96
2022/8/18 3:19,106
2022/8/18 3:20,7
2022/8/18 3:21,115
2022/8/18 3:22,83
2022/8/18 3:23,109
2022/8/18 3:24,69
2022/8/18 3:25,109
2022/8/18 3:26,219
2022/8/18 3:27,226
2022/8/18 3:28,90
2022/8/18 3:29,166
2022/8/18 3:30,165
2022/8/18 3:31,15
2022/8/18 3:32,142
2022/8/18 3:33,19
2022/8/18 3:34,114
2022/8/18 3:35,148
2022/8/18 3:36,103
2022/8/18 3:37,228
2022/8/18 3:38,167
2022/8/18 3:39,53
2022/8/18 3:40,143
2022/8/18 3:41,206
2022/8/18 3:42,15
2022/8/18 3:43,128
2022/8/18 3:44,31
2022/8/18 3:45,21
2022/8/18 3:46,235
2022/8/18 3:47,243
2022/8/18 3:48,47
2022/8/18 3:49,173
2022/8/18 3:50,112
2022/8/18 3:51,108
2022/8/18 3:52,10
2022/8/18 3:53,135
2022/8/18 3:54,95
2022/8/18 3:55,209
2022/8/18 3:56,242
2022/8/18 3:57,53
2022/8/18 3:58,231
2022/8/18 3:59,242
2022/8/18 4:00,89
2022/8/18 4:01,101
2022/8/18 4:02,169
2022/8/18 4:03,217
2022/8/18 4:04,42
2022/8/18 4:05,100
2022/8/18 4:06,254
2022/8/18 4:07,254
2022/8/18 4:08,191
2022/8/18 4:09,151
2022/8/18 4:10,99
2022/8/18 4:11,243
2022/8/18 4:12,229
2022/8/18 4:13,230
2022/8/18 4:14,18
2022/8/18 4:15,29
2022/8/18 4:16,156
2022/8/18 4:17,26
2022/8/18 4:18,250
2022/8/18 4:19,45
2022/8/18 4:20,146
2022/8/18 4:21,218
2022/8/18 4:22,143
2022/8/18 4:23,187
2022/8/18 4:24,231
2022/8/18 4:25,42
2022/8/18 4:26,118
2022/8/18 4:27,87
2022/8/18 4:28,115
2022/8/18 4:29,145
2022/8/18 4:30,150
2022/8/18 4:31,162
2022/8/18 4:32,243
2022/8/18 4:33,212
2022/8/18 4:34,169
2022/8/18 4:35,145
2022/8/18 4:36,76
2022/8/18 4:37,114
2022/8/18 4:38,82
2022/8/18 4:39,127
2022/8/18 4:40,66
2022/8/18 4:41,242
2022/8/18 4:42,140
2022/8/18 4:43,75
2022/8/18 4:44,192
2022/8/18 4:45,190
2022/8/18 4:46,9
2022/8/18 4:47,22
2022/8/18 4:48,234
2022/8/18 4:49,93
2022/8/18 4:50,69
2022/8/18 4:51,27
2022/8/18 4:52,50
2022/8/18 4:53,198
2022/8/18 4:54,220
2022/8/18 4:55,143
2022/8/18 4:56,246
2022/8/18 4:57,116
2022/8/18 4:58,0
2022/8/18 4:59,32
2022/8/18 5:00,101
2022/8/18 5:01,241
2022/8/18 5:02,51
2022/8/18 5:03,106
2022/8/18 5:04,124
2022/8/18 5:05,114
2022/8/18 5:06,155
2022/8/18 5:07,156
2022/8/18 5:08,178
2022/8/18 5:09,102
2022/8/18 5:10,26
2022/8/18 5:11,189
2022/8/18 5:12,33
2022/8/18 5:13,84
2022/8/18 5:14,235
2022/8/18 5:15,119
2022/8/18 5:16,89
2022/8/18 5:17,155
2022/8/18 5:18,129
2022/8/18 5:19,188
2022/8/18 5:20,242
2022/8/18 5:21,165
2022/8/18 5:22,63
2022/8/18 5:23,63
2022/8/18 5:24,31
2022/8/18 5:25,49
2022/8/18 5:26,160
2022/8/18 5:27,220
2022/8/18 5:28,6
2022/8/18 5:29,254
2022/8/18 5:30,35
2022/8/18 5:31,33
2022/8/18 5:32,202
2022/8/18 5:33,83
2022/8/18 5:34,70
2022/8/18 5:35,52
2022/8/18 5:36,134
2022/8/18 5:37,71
2022/8/18 5:38,247
2022/8/18 5:39,9
2022/8/18 5:40,121
2022/8/18 5:41,37
2022/8/18 5:42,115
2022/8/18 5:43,211
2022/8/18 5:44,51
2022/8/18 5:45,246
2022/8/18 5:46,198
2022/8/18 5:47,49
2022/8/18 5:48,206
2022/8/18 5:49,55
2022/8/18 5:50,45
2022/8/18 5:51,238
2022/8/18 5:52,47
2022/8/18 5:53,62
2022/8/18 5:54,21
2022/8/18 5:55,64
2022/8/18 5:56,154
2022/8/18 5:57,65
2022/8/18 5:58,74
2022/8/18 5:59,244
2022/8/18 6:00,33
2022/8/18 6:01,39
2022/8/18 6:02,93
2022/8/18 6:03,169
2022/8/18 6:04,7
2022/8/18 6:05,186
2022/8/18 6:06,29
2022/8/18 6:07,79
2022/8/18 6:08,167
2022/8/18 6:09,75
2022/8/18 6:10,168
2022/8/18 6:11,80
2022/8/18 6:12,93
2022/8/18 6:13,127
2022/8/18 6:14,73
2022/8/18 6:15,175
2022/8/18 6:16,115
2022/8/18 6:17,231
2022/8/18 6:18,139
2022/8/18 6:19,82
2022/8/18 6:20,192
2022/8/18 6:21,198
2022/8/18 6:22,93
2022/8/18 6:23,88
2022/8/18 6:24,129
2022/8/18 6:25,9
2022/8/18 6:26,81
2022/8/18 6:27,173
2022/8/18 6:28,121
2022/8/18 6:29,230
2022/8/18 6:30,63
2022/8/18 6:31,149
2022/8/18 6:32,95
2022/8/18 6:33,247
2022/8/18 6:34,44
2022/8/18 6:35,154
2022/8/18 6:36,107
2022/8/18 6:37,214
2022/8/18 6:38,62
2022/8/18 6:39,223
2022/8/18 6:40,216
2022/8/18 6:41,222
2022/8/18 6:42,154
2022/8/18 6:43,163
2022/8/18 6:44,222
2022/8/18 6:45,247
2022/8/18 6:46,43
2022/8/18 6:47,102
2022/8/18 6:48,68
2022/8/18 6:49,163
2022/8/18 6:50,123
2022/8/18 6:51,173
2022/8/18 6:52,113
2022/8/18 6:53,247
2022/8/18 6:54,205
2022/8/18 6:55,173
2022/8/18 6:56,100
2022/8/18 6:57,6
2022/8/18 6:58,65
2022/8/18 6:59,181
2022/8/18 7:00,91
2022/8/18 7:01,16
2022/8/18 7:02,209
2022/8/18 7:03,96
2022/8/18 7:04,41
2022/8/18 7:05,47
2022/8/18 7:06,177
2022/8/18 7:07,22
2022/8/18 7:08,147
2022/8/18 7:09,229
2022/8/18 7:10,244
2022/8/18 7:11,49
2022/8/18 7:12,12
2022/8/18 7:13,104
2022/8/18 7:14,145
2022/8/18 7:15,221
2022/8/18 7:16,168
2022/8/18 7:17,83
2022/8/18 7:18,249
2022/8/18 7:19,38
2022/8/18 7:20,83
2022/8/18 7:21,158
2022/8/18 7:22,63
2022/8/18 7:23,72
2022/8/18 7:24,224
2022/8/18 7:25,141
2022/8/18 7:26,28
2022/8/18 7:27,46
2022/8/18 7:28,46
2022/8/18 7:29,111
2022/8/18 7:30,156
2022/8/18 7:31,153
2022/8/18 7:32,66
2022/8/18 7:33,106
2022/8/18 7:34,153
2022/8/18 7:35,191
2022/8/18 7:36,211
2022/8/18 7:37,106
2022/8/18 7:38,47
2022/8/18 7:39,226
2022/8/18 7:40,138
2022/8/18 7:41,233
2022/8/18 7:42,80
2022/8/18 7:43,179
2022/8/18 7:44,1
2022/8/18 7:45,40
2022/8/18 7:46,144
2022/8/18 7:47,64
2022/8/18 7:48,165
2022/8/18 7:49,114
2022/8/18 7:50,172
2022/8/18 7:51,229
2022/8/18 7:52,192
2022/8/18 7:53,207
2022/8/18 7:54,117
2022/8/18 7:55,59
2022/8/18 7:56,129
2022/8/18 7:57,182
2022/8/18 7:58,238
2022/8/18 7:59,213
2022/8/18 8:00,135
2022/8/18 8:01,106
2022/8/18 8:02,143
2022/8/18 8:03,143
2022/8/18 8:04,45
2022/8/18 8:05,197
2022/8/18 8:06,245
2022/8/18 8:07,49
2022/8/18 8:08,43
2022/8/18 8:09,22
2022/8/18 8:10,215
2022/8/18 8:11,98
2022/8/18 8:12,162
2022/8/18 8:13,84
2022/8/18 8:14,228
2022/8/18 8:15,111
2022/8/18 8:16,131
2022/8/18 8:17,162
2022/8/18 8:18,151
2022/8/18 8:19,6
2022/8/18 8:20,154
2022/8/18 8:21,48
2022/8/18 8:22,84
2022/8/18 8:23,164
2022/8/18 8:24,153
2022/8/18 8:25,135
2022/8/18 8:26,117
2022/8/18 8:27,87
2022/8/18 8:28,158
2022/8/18 8:29,142
2022/8/18 8:30,226
2022/8/18 8:31,109
2022/8/18 8:32,8
2022/8/18 8:33,121
2022/8/18 8:34,181
2022/8/18 8:35,90
2022/8/18 8:36,32
2022/8/18 8:37,131
2022/8/18 8:38,17
2022/8/18 8:39,200
2022/8/18 8:40,30
2022/8/18 8:41,124
2022/8/18 8:42,252
2022/8/18 8:43,80
2022/8/18 8:44,178
2022/8/18 8:45,229
2022/8/18 8:46,227
2022/8/18 8:47,78
2022/8/18 8:48,226
2022/8/18 8:49,201
2022/8/18 8:50,99
2022/8/18 8:51,75
2022/8/18 8:52,255
2022/8/18 8:53,94
2022/8/18 8:54,61
2022/8/18 8:55,167
2022/8/18 8:56,29
2022/8/18 8:57,62
2022/8/18 8:58,78
2022/8/18 8:59,229
2022/8/18 9:00,13
2022/8/18 9:01,213
2022/8/18 9:02,151
2022/8/18 9:03,83
2022/8/18 9:04,255
2022/8/18 9:05,93
2022/8/18 9:06,49
2022/8/18 9:07,208
2022/8/18 9:08,209
2022/8/18 9:09,141
2022/8/18 9:10,236
2022/8/18 9:11,250
2022/8/18 9:12,93
2022/8/18 9:13,138
2022/8/18 9:14,139
2022/8/18 9:15,241
2022/8/18 9:16,125
2022/8/18 9:17,213
2022/8/18 9:18,148
2022/8/18 9:19,60
2022/8/18 9:20,107
2022/8/18 9:21,252
2022/8/18 9:22,237
2022/8/18 9:23,15
2022/8/18 9:24,44
2022/8/18 9:25,118
2022/8/18 9:26,124
2022/8/18 9:27,50
2022/8/18 9:28,227
2022/8/18 9:29,156
2022/8/18 9:30,7
2022/8/18 9:31,207
2022/8/18 9:32,124
2022/8/18 9:33,32
2022/8/18 9:34,150
2022/8/18 9:35,181
2022/8/18 9:36,143
2022/8/18 9:37,156
2022/8/18 9:38,149
2022/8/18 9:39,174
2022/8/18 9:40,192
2022/8/18 9:41,78
2022/8/18 9:42,60
2022/8/18 9:43,65
2022/8/18 9:44,157
2022/8/18 9:45,211
2022/8/18 9:46,95
2022/8/18 9:47,236
2022/8/18 9:48,107
2022/8/18 9:49,134
2022/8/18 9:50,105
2022/8/18 9:51,189
2022/8/18 9:52,156
2022/8/18 9:53,18
2022/8/18 9:54,206
2022/8/18 9:55,243
2022/8/18 9:56,148
2022/8/18 9:57,46
2022/8/18 9:58,171
2022/8/18 9:59,198
2022/8/18 10:00,60
2022/8/18 10:01,96
2022/8/18 10:02,249
2022/8/18 10:03,139
2022/8/18 10:04,10
2022/8/18 10:05,34
2022/8/18 10:06,55
2022/8/18 10:07,242
2022/8/18 10:08,215
2022/8/18 10:09,231
2022/8/18 10:10,206
2022/8/18 10:11,97
2022/8/18 10:12,90
2022/8/18 10:13,140
2022/8/18 10:14,213
2022/8/18 10:15,142
2022/8/18 10:16,193
2022/8/18 10:17,163
2022/8/18 10:18,21
2022/8/18 10:19,87
2022/8/18 10:20,172
2022/8/18 10:21,132
2022/8/18 10:22,188
2022/8/18 10:23,79
2022/8/18 10:24,105
2022/8/18 10:25,147
2022/8/18 10:26,62
2022/8/18 10:27,0
2022/8/18 10:28,35
2022/8/18 10:29,81
2022/8/18 10:30,94
2022/8/18 10:31,224
2022/8/18 10:32,74
2022/8/18 10:33,40
2022/8/18 10:34,145
2022/8/18 10:35,72
2022/8/18 10:36,200
2022/8/18 10:37,144
2022/8/18 10:38,73
2022/8/18 10:39,30
2022/8/18 10:40,104
2022/8/18 10:41,158
2022/8/18 10:42,135
2022/8/18 10:43,215
2022/8/18 10:44,177
2022/8/18 10:45,41
2022/8/18 10:46,220
2022/8/18 10:47,172
2022/8/18 10:48,161
2022/8/18 10:49,169
2022/8/18 10:50,109
2022/8/18 10:51,65
2022/8/18 10:52,12
2022/8/18 10:53,206
2022/8/18 10:54,111
2022/8/18 10:55,26
2022/8/18 10:56,81
2022/8/18 10:57,207
2022/8/18 10:58,151
2022/8/18 10:59,62
2022/8/18 11:00,35
2022/8/18 11:01,98
2022/8/18 11:02,247
2022/8/18 11:03,127
2022/8/18 11:04,97
2022/8/18 11:05,89
2022/8/18 11:06,103
2022/8/18 11:07,189
2022/8/18 11:08,136
2022/8/18 11:09,25
2022/8/18 11:10,91
2022/8/18 11:11,55
2022/8/18 11:12,134
2022/8/18 11:13,122
2022/8/18 11:14,201
2022/8/18 11:15,13
2022/8/18 11:16,90
2022/8/18 11:17,175
2022/8/18 11:18,154
2022/8/18 11:19,70
2022/8/18 11:20,223
2022/8/18 11:21,52
2022/8/18 11:22,79
2022/8/18 11:23,83
2022/8/18 11:24,50
2022/8/18 11:25,64
2022/8/18 11:26,23
2022/8/18 11:27,20
2022/8/18 11:28,111
2022/8/18 11:29,48
2022/8/18 11:30,107
2022/8/18 11:31,16
2022/8/18 11:32,53
2022/8/18 11:33,225
2022/8/18 11:34,94
2022/8/18 11:35,230
2022/8/18 11:36,12
2022/8/18 11:37,11
2022/8/18 11:38,35
2022/8/18 11:39,96
2022/8/18 11:40,190
2022/8/18 11:41,91
2022/8/18 11:42,65
2022/8/18 11:43,208
2022/8/18 11:44,241
2022/8/18 11:45,239
2022/8/18 11:46,3
2022/8/18 11:47,103
2022/8/18 11:48,69
2022/8/18 11:49,175
2022/8/18 11:50,156
2022/8/18 11:51,93
2022/8/18 11:52,233
2022/8/18 11:53,28
2022/8/18 11:54,195
2022/8/18 11:55,117
2022/8/18 11:56,77
2022/8/18 11:57,134
2022/8/18 11:58,113
2022/8/18 11:59,156
2022/8/18 12:00,107
2022/8/18 12:01,250
2022/8/18 12:02,252
2022/8/18 12:03,225
2022/8/18 12:04,236
2022/8/18 12:05,75
2022/8/18 12:06,184
2022/8/18 12:07,194
2022/8/18 12:08,113
2022/8/18 12:09,226
2022/8/18 12:10,59
2022/8/18 12:11,35
2022/8/18 12:12,10
2022/8/18 12:13,175
2022/8/18 12:14,124
2022/8/18 12:15,162
2022/8/18 12:16,131
2022/8/18 12:17,223
2022/8/18 12:18,220
2022/8/18 12:19,162
2022/8/18 12:20,192
2022/8/18 12:21,187
2022/8/18 12:22,91
2022/8/18 12:23,120
2022/8/18 12:24,207
2022/8/18 12:25,40
2022/8/18 12:26,48
2022/8/18 12:27,88
2022/8/18 12:28,216
2022/8/18 12:29,128
2022/8/18 12:30,181
2022/8/18 12:31,236
2022/8/18 12:32,207
2022/8/18 12:33,23
2022/8/18 12:34,147
2022/8/18 12:35,87
2022/8/18 12:36,36
2022/8/18 12:37,228
2022/8/18 12:38,206
2022/8/18 12:39,126
2022/8/18 12:40,196
2022/8/18 12:41,252
2022/8/18 12:42,52
2022/8/18 12:43,179
2022/8/18 12:44,91
2022/8/18 12:45,65
2022/8/18 12:46,126
2022/8/18 12:47,69
2022/8/18 12:48,24
2022/8/18 12:49,28
2022/8/18 12:50,101
2022/8/18 12:51,200
2022/8/18 12:52,215
2022/8/18 12:53,99
2022/8/18 12:54,231
2022/8/18 12:55,166
2022/8/18 12:56,53
2022/8/18 12:57,51
2022/8/18 12:58,96
2022/8/18 12:59,40
2022/8/18 13:00,237
2022/8/18 13:01,15
2022/8/18 13:02,202
2022/8/18 13:03,208
2022/8/18 13:04,129
2022/8/18 13:05,183
2022/8/18 13:06,36
2022/8/18 13:07,239
2022/8/18 13:08,99
2022/8/18 13:09,35
2022/8/18 13:10,182
2022/8/18 13:11,102
2022/8/18 13:12,66
2022/8/18 13:13,117
2022/8/18 13:14,189
2022/8/18 13:15,11
2022/8/18 13:16,212
2022/8/18 13:17,188
2022/8/18 13:18,202
2022/8/18 13:19,141
2022/8/18 13:20,107
2022/8/18 13:21,132
2022/8/18 13:22,67
2022/8/18 13:23,68
2022/8/18 13:24,147
2022/8/18 13:25,245
2022/8/18 13:26,83
2022/8/18 13:27,42
2022/8/18 13:28,196
2022/8/18 13:29,242
2022/8/18 13:30,136
2022/8/18 13:31,147
2022/8/18 13:32,90
2022/8/18 13:33,130
2022/8/18 13:34,23
2022/8/18 13:35,194
2022/8/18 13:36,20
2022/8/18 13:37,99
2022/8/18 13:38,180
2022/8/18 13:39,30
2022/8/18 13:40,107
2022/8/18 13:41,118
2022/8/18 13:42,108
2022/8/18 13:43,151
2022/8/18 13:44,49
2022/8/18 13:45,27
2022/8/18 13:46,84
2022/8/18 13:47,185
2022/8/18 13:48,195
2022/8/18 13:49,93
2022/8/18 13:50,208
2022/8/18 13:51,144
2022/8/18 13:52,223
2022/8/18 13:53,219
2022/8/18 13:54,83
2022/8/18 13:55,162
2022/8/18 13:56,112
2022/8/18 13:57,249
2022/8/18 13:58,1
2022/8/18 13:59,239
2022/8/18 14:00,121
2022/8/18 14:01,71
2022/8/18 14:02,221
2022/8/18 14:03,134
2022/8/18 14:04,225
2022/8/18 14:05,247
2022/8/18 14:06,115
2022/8/18 14:07,125
2022/8/18 14:08,64
2022/8/18 14:09,126
2022/8/18 14:10,114
2022/8/18 14:11,143
2022/8/18 14:12,122
2022/8/18 14:13,68
2022/8/18 14:14,78
2022/8/18 14:15,164
2022/8/18 14:16,207
2022/8/18 14:17,172
2022/8/18 14:18,230
2022/8/18 14:19,87
2022/8/18 14:20,76
2022/8/18 14:21,142
2022/8/18 14:22,3
2022/8/18 14:23,106
2022/8/18 14:24,146
2022/8/18 14:25,18
2022/8/18 14:26,105
2022/8/18 14:27,149
2022/8/18 14:28,87
2022/8/18 14:29,124
2022/8/18 14:30,185
2022/8/18 14:31,106
2022/8/18 14:32,101
2022/8/18 14:33,181
2022/8/18 14:34,58
2022/8/18 14:35,98
2022/8/18 14:36,65
2022/8/18 14:37,207
2022/8/18 14:38,142
2022/8/18 14:39,182
2022/8/18 14:40,243
2022/8/18 14:41,123
2022/8/18 14:42,37
2022/8/18 14:43,202
2022/8/18 14:44,170
2022/8/18 14:45,144
2022/8/18 14:46,97
2022/8/18 14:47,15
2022/8/18 14:48,5
2022/8/18 14:49,140
2022/8/18 14:50,107
2022/8/18 14:51,219
2022/8/18 14:52,207
2022/8/18 14:53,191
2022/8/18 14:54,23
2022/8/18 14:55,156
2022/8/18 14:56,226
2022/8/18 14:57,144
2022/8/18 14:58,95
2022/8/18 14:59,47
2022/8/18 15:00,41
2022/8/18 15:01,122
2022/8/18 15:02,180
2022/8/18 15:03,182
2022/8/18 15:04,226
2022/8/18 15:05,163
2022/8/18 15:06,86
2022/8/18 15:07,74
2022/8/18 15:08,120
2022/8/18 15:09,133
2022/8/18 15:10,0
2022/8/18 15:11,149
2022/8/18 15:12,120
2022/8/18 15:13,41
2022/8/18 15:14,185
2022/8/18 15:15,16
2022/8/18 15:16,22
2022/8/18 15:17,105
2022/8/18 15:18,241
2022/8/18 15:19,210
2022/8/18 15:20,4
2022/8/18 15:21,153
2022/8/18 15:22,155
2022/8/18 15:23,122
2022/8/18 15:24,144
2022/8/18 15:25,16
2022/8/18 15:26,216
2022/8/18 15:27,73
2022/8/18 15:28,72
2022/8/18 15:29,64
2022/8/18 15:30,112
2022/8/18 15:31,69
2022/8/18 15:32,1
2022/8/18 15:33,127
2022/8/18 15:34,138
2022/8/18 15:35,199
2022/8/18 15:36,155
2022/8/18 15:37,60
2022/8/18 15:38,33
2022/8/18 15:39,132
2022/8/18 15:40,234
2022/8/18 15:41,33
2022/8/18 15:42,183
2022/8/18 15:43,113
2022/8/18 15:44,138
2022/8/18 15:45,143
2022/8/18 15:46,133
2022/8/18 15:47,112
2022/8/18 15:48,120
2022/8/18 15:49,91
2022/8/18 15:50,104
2022/8/18 15:51,110
2022/8/18 15:52,144
2022/8/18 15:53,66
2022/8/18 15:54,87
2022/8/18 15:55,97
2022/8/18 15:56,60
2022/8/18 15:57,243
2022/8/18 15:58,122
2022/8/18 15:59,33
2022/8/18 16:00,145
2022/8/18 16:01,129
2022/8/18 16:02,4
2022/8/18 16:03,28
2022/8/18 16:04,86
2022/8/18 16:05,208
2022/8/18 16:06,49
2022/8/18 16:07,228
2022/8/18 16:08,131
2022/8/18 16:09,7
2022/8/18 16:10,244
2022/8/18 16:11,166
2022/8/18 16:12,241
2022/8/18 16:13,235
2022/8/18 16:14,186
2022/8/18 16:15,82
2022/8/18 16:16,78
2022/8/18 16:17,141
2022/8/18 16:18,173
2022/8/18 16:19,196
2022/8/18 16:20,37
2022/8/18 16:21,59
2022/8/18 16:22,61
2022/8/18 16:23,21
2022/8/18 16:24,131
2022/8/18 16:25,251
2022/8/18 16:26,35
2022/8/18 16:27,92
2022/8/18 16:28,77
2022/8/18 16:29,243
2022/8/18 16:30,224
2022/8/18 16:31,0
2022/8/18 16:32,89
2022/8/18 16:33,78
2022/8/18 16:34,140
2022/8/18 16:35,174
2022/8/18 16:36,42
2022/8/18 16:37,55
2022/8/18 16:38,195
2022/8/18 16:39,95
2022/8/18 16:40,152
2022/8/18 16:41,27
2022/8/18 16:42,166
2022/8/18 16:43,225
2022/8/18 16:44,26
2022/8/18 16:45,112
2022/8/18 16:46,159
2022/8/18 16:47,192
2022/8/18 16:48,41
2022/8/18 16:49,91
2022/8/18 16:50,24
2022/8/18 16:51,34
2022/8/18 16:52,76
2022/8/18 16:53,242
2022/8/18 16:54,183
2022/8/18 16:55,228
2022/8/18 16:56,93
2022/8/18 16:57,46
2022/8/18 16:58,215
2022/8/18 16:59,83
2022/8/18 17:00,139
2022/8/18 17:01,87
2022/8/18 17:02,78
2022/8/18 17:03,233
2022/8/18 17:04,188
2022/8/18 17:05,213
2022/8/18 17:06,147
2022/8/18 17:07,183
2022/8/18 17:08,239
2022/8/18 17:09,241
2022/8/18 17:10,93
2022/8/18 17:11,74
2022/8/18 17:12,108
2022/8/18 17:13,151
2022/8/18 17:14,79
2022/8/18 17:15,162
2022/8/18 17:16,125
2022/8/18 17:17,2
2022/8/18 17:18,216
2022/8/18 17:19,194
2022/8/18 17:20,49
2022/8/18 17:21,22
2022/8/18 17:22,128
2022/8/18 17:23,57
2022/8/18 17:24,41
2022/8/18 17:25,177
2022/8/18 17:26,99
2022/8/18 17:27,224
2022/8/18 17:28,142
2022/8/18 17:29,122
2022/8/18 17:30,166
2022/8/18 17:31,57
2022/8/18 17:32,207
2022/8/18 17:33,6
2022/8/18 17:34,235
2022/8/18 17:35,79
2022/8/18 17:36,93
2022/8/18 17:37,164
2022/8/18 17:38,207
2022/8/18 17:39,117
2022/8/18 17:40,84
2022/8/18 17:41,246
2022/8/18 17:42,237
2022/8/18 17:43,1
2022/8/18 17:44,26
2022/8/18 17:45,187
2022/8/18 17:46,70
2022/8/18 17:47,19
2022/8/18 17:48,151
2022/8/18 17:49,85
2022/8/18 17:50,91
2022/8/18 17:51,109
2022/8/18 17:52,3
2022/8/18 17:53,204
2022/8/18 17:54,196
2022/8/18 17:55,120
